Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Continuity of interaction in nomadic interfaces through migration and dynamic utilization of  I/O resources","Universal Access in the Information Society","","1","4","10.1007/s10209-002-0025-7","A. SavidisN. MaouI. PachoulakisC. Stephanidis","2002","http://link.springer.com/article/10.1007/s10209-002-0025-7","Article"
"Design and User Satisfaction of Interactive Maps for Visually Impaired People","Computers Helping People with Special Needs","","","","10.1007/978-3-642-31534-3_80","Anke BrockPhilippe TruilletBernard OriolaDelphine PicardChristophe Jouffrais","2012","http://link.springer.com/chapter/10.1007/978-3-642-31534-3_80","Chapter"
"Software Architecture in Distributed Software Development: A Review","On the Move to Meaningful Internet Systems: OTM 2013 Workshops","","","","10.1007/978-3-642-41033-8_37","Alok MishraDeepti Mishra","2013","http://link.springer.com/chapter/10.1007/978-3-642-41033-8_37","Chapter"
"Supporting articulation work using software configuration management systems","Computer Supported Cooperative Work (CSCW)","","5","4","10.1007/BF00136714","Rebecca E. Grinter","1996","http://link.springer.com/article/10.1007/BF00136714","Article"
"So Many Users — So Many Perspectives","Designing Effective and Usable Multimedia Systems","","","","10.1007/978-0-387-35370-8_12","Bastiaan SchönhagePeter Paul BakkerAnton Eliëns","1998","http://link.springer.com/chapter/10.1007/978-0-387-35370-8_12","Chapter"
"Towards Software Architecture Documents Matching Stakeholders’ Interests","Advances in New Technologies, Interactive Interfaces and Communicability","","","","10.1007/978-3-642-34010-9_17","Matías NicolettiJ. Andrés Diaz-PaceSilvia Schiaffino","2012","http://link.springer.com/chapter/10.1007/978-3-642-34010-9_17","Chapter"
"Spatial conferencing using a wearable computer","Personal Technologies","","3","1 - 2","10.1007/BF01305322","M. BillinghurstJ. BowskillM. JessopJ. Morphett","1999","http://link.springer.com/article/10.1007/BF01305322","Article"
"The information furnace: consolidated home control","Personal and Ubiquitous Computing","","7","1","10.1007/s00779-002-0213-8","Diomidis D. Spinellis","2003","http://link.springer.com/article/10.1007/s00779-002-0213-8","Article"
"Redefinition of the Requirements Engineer Role in Mjølner’s Software Development Process","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-37422-7_20","Anders Bennett-TherkildsenJens Bæk JørgensenKim NørskovNiels Mark Rubin","2013","http://link.springer.com/chapter/10.1007/978-3-642-37422-7_20","Chapter"
"Inspirational Patterns for Embodied Interaction","Knowledge, Technology & Policy","","20","3","10.1007/s12130-007-9029-1","Jonas Löwgren","2007","http://link.springer.com/article/10.1007/s12130-007-9029-1","Article"
"Development and Promote of Textile Enterprise ERP System of Yard Management","Information and Business Intelligence","","","","10.1007/978-3-642-29087-9_81","Xiaoqin HeYinan Lu","2012","http://link.springer.com/chapter/10.1007/978-3-642-29087-9_81","Chapter"
"A Web-Based CSCW System for Remote Substation Fault Diagnosis","Information Technology For Balanced Manufacturing Systems","","","","10.1007/978-0-387-36594-7_41","Hongsheng SuJianwu DangFeng Zhao","2006","http://link.springer.com/chapter/10.1007/978-0-387-36594-7_41","Chapter"
"Employing user profiles to test a new version of a GUI component in its context of use","Software Quality Journal","","14","4","10.1007/s11219-006-0040-7","Atif M. Memon","2006","http://link.springer.com/article/10.1007/s11219-006-0040-7","Article"
"Contory: A Middleware for the Provisioning of Context Information on Smart Phones","Middleware 2006","","","","10.1007/11925071_12","Oriana Riva","2006","http://link.springer.com/chapter/10.1007/11925071_12","Chapter"
"Serious Games in a European Policy Context","Serious Games Development and Applications","","","","10.1007/978-3-642-40790-1_32","Igor MayerJohann C. K. H. RiedelJannicke Baalsrud HaugeFrancesco BellottiAlessandro de GloriaMichela OttSobah Abbas Petersen","2013","http://link.springer.com/chapter/10.1007/978-3-642-40790-1_32","Chapter"
"A conceptual framework for backend services of contextual digital signage","Journal of Service Science Research","","4","2","10.1007/s12927-012-0011-4","Christine BauerPaul DohmenChristine Strauss","2012","http://link.springer.com/article/10.1007/s12927-012-0011-4","Article"
"An evaluation of semantic fisheye views for opportunistic search in an annotated image collection","International Journal on Digital Libraries","","5","1","10.1007/s00799-004-0108-6","Paul JanecekPearl Pu","2005","http://link.springer.com/article/10.1007/s00799-004-0108-6","Article"
"Multimodal focus attention and stress detection and feedback in an augmented driver simulator","Personal and Ubiquitous Computing","","13","1","10.1007/s00779-007-0173-0","Alexandre BenoitLaurent BonnaudAlice CaplierPhillipe NgoLionel LawsonDaniela G. TrevisanVjekoslav LevacicCéline MancasGuillaume Chanel","2009","http://link.springer.com/article/10.1007/s00779-007-0173-0","Article"
"Adaptive, intelligent presentation of information for the museum visitor in PEACH","User Modeling and User-Adapted Interaction","","17","3","10.1007/s11257-007-9029-6","Oliviero StockMassimo ZancanaroPaolo BusettaCharles CallawayAntonio KrügerMichael KruppaTsvi KuflikElena NotCesare Rocchi","2007","http://link.springer.com/article/10.1007/s11257-007-9029-6","Article"
"The Definition and Implementation of a Framework for Web-Based Configurable Software","Recent Advances in Computer Science and Information Engineering","","","","10.1007/978-3-642-25789-6_58","Junjie WuYonghua ZhuHuaiyang Zhu","2012","http://link.springer.com/chapter/10.1007/978-3-642-25789-6_58","Chapter"
"Two-handed gesture recognition and fusion with speech to command a robot","Autonomous Robots","","32","2","10.1007/s10514-011-9263-y","B. BurgerI. FerranéF. LerasleG. Infantes","2012","http://link.springer.com/article/10.1007/s10514-011-9263-y","Article"
"Exploiting model-based techniques for user interfaces to databases","Visual Database Systems 4 (VDB4)","","","","10.1007/978-0-387-35372-2_2","T. GriffithsJ. McKirdyG. ForresterN. PatonJ. KennedyP. BarclayR. CooperC. GobleP. Gray","1998","http://link.springer.com/chapter/10.1007/978-0-387-35372-2_2","Chapter"
"Software Architecture Design for Health BCSS: Case Onnikka","Persuasive Technology","","","","10.1007/978-3-642-37157-8_3","Tuomas AlahäiväläHarri Oinas-KukkonenTerhi Jokelainen","2013","http://link.springer.com/chapter/10.1007/978-3-642-37157-8_3","Chapter"
"Resource Discovery in Activity-Based Sensor Networks","Mobile Networks and Applications","","12","2 - 3","10.1007/s11036-007-0015-3","Doina BucurJakob E. Bardram","2007","http://link.springer.com/article/10.1007/s11036-007-0015-3","Article"
"Lightweight Service-Based Software Architecture","Grid and Pervasive Computing Workshops","","","","10.1007/978-3-642-27916-4_20","Mikko PolojärviJukka Riekki","2012","http://link.springer.com/chapter/10.1007/978-3-642-27916-4_20","Chapter"
"Rapid Development of Civic Computing Services: Opportunities and Challenges","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-642-39351-8_34","Shin’ichi KonomiKenta ShojiWataru Ohno","2013","http://link.springer.com/chapter/10.1007/978-3-642-39351-8_34","Chapter"
"Editorial: design of haptic user-interfaces and applications","Virtual Reality","","9","2 - 3","10.1007/s10055-005-0018-y","Steven WallStephen Brewster","2006","http://link.springer.com/article/10.1007/s10055-005-0018-y","Article"
"An approach to enterprise process dynamic modeling supporting enterprise process evolution","Information Systems Frontiers","","10","5","10.1007/s10796-008-9114-3","Lida XuWenAn TanHongyuan ZhenWeiming Shen","2008","http://link.springer.com/article/10.1007/s10796-008-9114-3","Article"
"Software Architectures for Scalable Ontology Networks","The Semantic Web: Research and Applications","","","","10.1007/978-3-642-30284-8_68","Alessandro Adamou","2012","http://link.springer.com/chapter/10.1007/978-3-642-30284-8_68","Chapter"
"Defining Open Software Architectures for Customized Remote Execution of Web Agents","Autonomous Agents and Multi-Agent Systems","","2","3","10.1023/A:1010008305297","Valérie IssarnyTitos Saridakis","1999","http://link.springer.com/article/10.1023/A%3A1010008305297","Article"
"A grid based software architecture for delivery of adaptive and personalised learning experiences","Personal and Ubiquitous Computing","","13","3","10.1007/s00779-007-0183-y","Angelo GaetaMatteo GaetaPierluigi Ritrovato","2009","http://link.springer.com/article/10.1007/s00779-007-0183-y","Article"
"The Influence of the Level of Abstraction on the Evolvability of Conceptual Models of Information Systems","Empirical Software Engineering","","10","4","10.1007/s10664-005-3863-0","Jan Verelst","2005","http://link.springer.com/article/10.1007/s10664-005-3863-0","Article"
"Designing a Communication Platform for Ubiquitous Systems: The Case Study of a Mobile Forensic Workspace","New Trends in Interaction, Virtual Reality and Modeling","","","","10.1007/978-1-4471-5445-7_8","Carlos Rodríguez-DomínguezKawtar BenghaziJosé Luis GarridoAurora Valenzuela Garach","2013","http://link.springer.com/chapter/10.1007/978-1-4471-5445-7_8","Chapter"
"Design and Hardware-in-the-Loop Integration of a UAV Microavionics System in a Manned–Unmanned Joint Airspace Flight Network Simulator","Journal of Intelligent and Robotic Systems","","54","1 - 3","10.1007/s10846-008-9270-1","Serdar AtesIsmail BayezitGokhan Inalhan","2009","http://link.springer.com/article/10.1007/s10846-008-9270-1","Article"
"Combinatorial optimization in system configuration design","Automation and Remote Control","","70","3","10.1134/S0005117909030187","M. Sh. Levin","2009","http://link.springer.com/article/10.1134/S0005117909030187","Article"
"Emergent Evaluation Criteria for Collaborative Learning Environment","Virtual Communities, Social Networks and Collaboration","","","","10.1007/978-1-4614-3634-8_2","Ibrahiem M. M. El Emary","2012","http://link.springer.com/chapter/10.1007/978-1-4614-3634-8_2","Chapter"
"Authoring tools for network-based training","The Virtual Campus","","","","10.1007/978-0-387-35352-4_26","E. McDaidG. RowW. O’BrienA. HashimM. McCool","1998","http://link.springer.com/chapter/10.1007/978-0-387-35352-4_26","Chapter"
"Service contracts: Coordination of user-adaptation in Open Service Architectures","Personal Technologies","","2","3","10.1007/BF01321175","Markus BylundAnnika Waern","1998","http://link.springer.com/article/10.1007/BF01321175","Article"
"Sustainable software design with design patterns","Re-engineering for Sustainable Industrial Production","","","","10.1007/978-0-387-35086-8_18","Adelino R. F. da Silva","1997","http://link.springer.com/chapter/10.1007/978-0-387-35086-8_18","Chapter"
"Risks, Technologies and Societies","Emerging Technological Risk","","","","10.1007/978-1-4471-2143-5_1","Stuart AndersonMassimo Felici","2012","http://link.springer.com/chapter/10.1007/978-1-4471-2143-5_1","Chapter"
"KNODWAT: A scientific framework application for testing knowledge discovery methods for the biomedical domain","BMC Bioinformatics","","14","1","10.1186/1471-2105-14-191","Andreas HolzingerMario Zupan","2013","http://link.springer.com/article/10.1186/1471-2105-14-191","Article"
"AR-Room: a rapid prototyping framework for augmented reality applications","Multimedia Tools and Applications","","55","3","10.1007/s11042-010-0592-1","Jong-Seung Park","2011","http://link.springer.com/article/10.1007/s11042-010-0592-1","Article"
"Conclusions","Design Principles for Interactive Software","","","","10.1007/978-0-387-34912-1_7","Christian GramGilbert Cockton","1996","http://link.springer.com/chapter/10.1007/978-0-387-34912-1_7","Chapter"
"Feature Evaluation for Mobile Applications: A Design Science Approach Based on Evolutionary Software Prototypes","Design, User Experience, and Usability. Web, Mobile, and Product Design","","","","10.1007/978-3-642-39253-5_75","Bodo Igler","2013","http://link.springer.com/chapter/10.1007/978-3-642-39253-5_75","Chapter"
"AlfredO: An Architecture for Flexible Interaction with Electronic Devices","Middleware 2008","","","","10.1007/978-3-540-89856-6_2","Jan S. RellermeyerOriana RivaGustavo Alonso","2008","http://link.springer.com/chapter/10.1007/978-3-540-89856-6_2","Chapter"
"Dazed and Confused Considered Normal: An Approach to Create Interactive Systems for People with Dementia","Human-Centred Software Engineering","","","","10.1007/978-3-642-16488-0_10","Nasim MahmudJoël VogtKris LuytenKarin SlegersJan Van den BerghKarin Coninx","2010","http://link.springer.com/chapter/10.1007/978-3-642-16488-0_10","Chapter"
"Development, evaluation and benchmarking of simulation software for biomolecule-based computing","Natural Computing","","3","4","10.1007/s11047-004-2644-9","Derrel BlainMax GarzonSoo-Yong ShinByoung-Tak ZhangSatoshi KashiwamuraMasahito YamamotoAtsushi KamedaAzuma Ohuchi","2004","http://link.springer.com/article/10.1007/s11047-004-2644-9","Article"
"Design of Interactivity in Virtual Reality Applications with Emphasis on Educational Software Using Formal Interaction Specification","Education and Information Technologies","","5","4","10.1023/A:1012053507785","COSTAS N. DIPLASPANAYOTIS E. PINTELAS","2000","http://link.springer.com/article/10.1023/A%3A1012053507785","Article"
"Accessible interactive television using the MPEG-21 standard","Universal Access in the Information Society","","10","2","10.1007/s10209-010-0195-7","Evangelos VlachogiannisDamianos GavalasGeorge E. TsekourasChristos N. Anagnostopoulos","2011","http://link.springer.com/article/10.1007/s10209-010-0195-7","Article"
"SmartShadow Model","SmartShadow: Models and Methods for Pervasive Computing","","","","10.1007/978-3-642-36382-5_1","Zhaohui WuGang Pan","2013","http://link.springer.com/chapter/10.1007/978-3-642-36382-5_1","Chapter"
