Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Using Structural Holes Metrics from Communication Networks to Predict Change Dependencies","Collaboration and Technology","","","","10.1007/978-3-319-10166-8_27","Igor Scaliante WieseRodrigo Takashi KurodaDouglas Nassif Roma JuniorReginaldo RéGustavo Ansaldi OlivaMarco Aurelio Gerosa","2014","http://link.springer.com/chapter/10.1007/978-3-319-10166-8_27","Chapter"
"Barriers to the Use of Intrusion Detection Systems in Safety-Critical Applications","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-24255-2_27","Chris W. Johnson","2015","http://link.springer.com/chapter/10.1007/978-3-319-24255-2_27","Chapter"
"A Systems Approach for Augmented Reality Design","Foundations of Augmented Cognition: Neuroergonomics and Operational Neuroscience","","","","10.1007/978-3-319-39952-2_37","Andrea K. WebbEmily C. VincentPooja PatnaikJana L. Schwartz","2016","http://link.springer.com/chapter/10.1007/978-3-319-39952-2_37","Chapter"
"ZJUNlict: RoboCup 2013 Small Size League Champion","RoboCup 2013: Robot World Cup XVII","","","","10.1007/978-3-662-44468-9_9","Yue ZhaoRong XiongHangjun TongChuan LiLi Fang","2014","http://link.springer.com/chapter/10.1007/978-3-662-44468-9_9","Chapter"
"Augmented ODV: Web-Driven Annotation and Interactivity Enhancement of 360 Degree Video in Both 2D and 3D","Web Information Systems and Technologies","","","","10.1007/978-3-319-30996-5_3","Maarten WijnantsKris Van ErumPeter QuaxWim Lamotte","2016","http://link.springer.com/chapter/10.1007/978-3-319-30996-5_3","Chapter"
"Integrated SCADA Checkweigher System","Progress in Automation, Robotics and Measuring Techniques","","","","10.1007/978-3-319-15835-8_2","Piotr BazydłoRoman Szewczyk","2015","http://link.springer.com/chapter/10.1007/978-3-319-15835-8_2","Chapter"
"A Survey on Domain-Specific Languages in Robotics","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-319-11900-7_17","Arne NordmannNico HochgeschwenderSebastian Wrede","2014","http://link.springer.com/chapter/10.1007/978-3-319-11900-7_17","Chapter"
"User-Centred Engineering","User-Centred Engineering","","","","10.1007/978-3-662-43989-0_2","Michael RichterMarkus Flückiger","2014","http://link.springer.com/chapter/10.1007/978-3-662-43989-0_2","Chapter"
"A video cloud platform combing online and offline cloud computing technologies","Personal and Ubiquitous Computing","","19","7","10.1007/s00779-015-0879-3","Weishan ZhangLiang XuPengcheng DuanWenjuan GongQinghua LuSu Yang","2015","http://link.springer.com/article/10.1007/s00779-015-0879-3","Article"
"The Effect of Multimodal Virtual Chemistry Laboratory on Students’ Learning Improvement","Augmented and Virtual Reality","","","","10.1007/978-3-319-13969-2_5","Numan AliSehat UllahIhsan RabbiAftab Alam","2014","http://link.springer.com/chapter/10.1007/978-3-319-13969-2_5","Chapter"
"Agent Environments for Multi-agent Systems – A Research Roadmap","Agent Environments for Multi-Agent Systems IV","","","","10.1007/978-3-319-23850-0_1","Danny WeynsFabien Michel","2015","http://link.springer.com/chapter/10.1007/978-3-319-23850-0_1","Chapter"
"Functional Safety of Camera Monitor Systems","Handbook of Camera Monitor Systems","","","","10.1007/978-3-319-29611-1_16","Bernhard Kaiser","2016","http://link.springer.com/chapter/10.1007/978-3-319-29611-1_16","Chapter"
"Dynamic Management of Virtual Infrastructures","Journal of Grid Computing","","13","1","10.1007/s10723-014-9296-5","Miguel CaballerIgnacio BlanquerGermán MoltóCarlos de Alfonso","2015","http://link.springer.com/article/10.1007/s10723-014-9296-5","Article"
"An Internet of Things Based Software Framework to Handle Medical Emergencies","Distributed Computing and Internet Technology","","","","10.1007/978-3-319-28034-9_26","K. G. SrinivasaKartik S. GayatriMaaz Syed AdeebNikhil N. Jannu","2016","http://link.springer.com/chapter/10.1007/978-3-319-28034-9_26","Chapter"
"K-Surfer: A KNIME Extension for the Management and Analysis of Human Brain MRI FreeSurfer/FSL Data","Brain Informatics and Health","","","","10.1007/978-3-319-09891-3_44","Alessia SaricaGiuseppe Di FattaMario Cannataro","2014","http://link.springer.com/chapter/10.1007/978-3-319-09891-3_44","Chapter"
"Pervasive Games with Persistent Worlds","A Survey of Characteristic Engine Features for Technology-Sustained Pervasive Games","","","","10.1007/978-3-319-17632-1_1","Kim J. L. Nevelsteen","2015","http://link.springer.com/chapter/10.1007/978-3-319-17632-1_1","Chapter"
"Using AUTOSAR High-Level Specifications for the Synthesis of Security Components in Automotive Systems","Modelling and Simulation for Autonomous Systems","","","","10.1007/978-3-319-47605-6_8","Cinzia BernardeschiGabriele Del VignaMarco Di NataleGianluca DiniDario Varano","2016","http://link.springer.com/chapter/10.1007/978-3-319-47605-6_8","Chapter"
"Cloud Computing and Augmented Reality for Cultural Heritage","Augmented and Virtual Reality","","","","10.1007/978-3-319-22888-4_5","Pietro VecchioFrancesca MeleLucio Tommaso De PaolisItalo EpicocoMarco ManciniGiovanni Aloisio","2015","http://link.springer.com/chapter/10.1007/978-3-319-22888-4_5","Chapter"
"Smart Agents and Fog Computing for Smart City Applications","Smart Cities","","","","10.1007/978-3-319-39595-1_14","Andrea GiordanoGiandomenico SpezzanoAndrea Vinci","2016","http://link.springer.com/chapter/10.1007/978-3-319-39595-1_14","Chapter"
"Supported Employment – Electronic Job-Coach (EJO)","Computers Helping People with Special Needs","","","","10.1007/978-3-319-41264-1_20","Carsten BrauschChristian BühlerAndreas FeldmannMiriam Padberg","2016","http://link.springer.com/chapter/10.1007/978-3-319-41264-1_20","Chapter"
"Big Data and IoT for Chronic Patients Monitoring","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_68","Diego Gachet PáezFernando AparicioManuel de BuenagaJuan R. Ascanio","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_68","Chapter"
"Developing and Enforcing Policies for Access Control, Resource Usage, and Adaptation","Web Services and Formal Methods","","","","10.1007/978-3-319-08260-8_6","Andrea MargheriMassimiliano MasiRosario PuglieseFrancesco Tiezzi","2014","http://link.springer.com/chapter/10.1007/978-3-319-08260-8_6","Chapter"
"New Solutions for Useful Execution Models of Communicating Adaptive RA2DL","Intelligent Software Methodologies, Tools and Techniques","","","","10.1007/978-3-319-22689-7_7","Farid AdailiOlfa MosbahiMohamed KhalguiSamia Bouzefrane","2015","http://link.springer.com/chapter/10.1007/978-3-319-22689-7_7","Chapter"
"QoS-aware real-time pub/sub middleware for drilling data management in petroleum industry","Journal of Ambient Intelligence and Humanized Computing","","7","2","10.1007/s12652-015-0332-5","Basem Almadani","2016","http://link.springer.com/article/10.1007/s12652-015-0332-5","Article"
"Adding Federated Identity Management to OpenStack","Journal of Grid Computing","","12","1","10.1007/s10723-013-9283-2","David W. ChadwickKristy SiuCraig LeeYann FouillatDamien Germonville","2014","http://link.springer.com/article/10.1007/s10723-013-9283-2","Article"
"Real-time Incremental Processing","Real-time Speech and Music Classification by Large  Audio Feature Space Extraction","","","","10.1007/978-3-319-27299-3_4","Florian Eyben","2016","http://link.springer.com/chapter/10.1007/978-3-319-27299-3_4","Chapter"
"SocioPlatform: A Platform for Social Context-Aware Applications","Context in Computing","","","","10.1007/978-1-4939-1887-4_19","Muhammad Ashad KabirAlan ColmanJun Han","2014","http://link.springer.com/chapter/10.1007/978-1-4939-1887-4_19","Chapter"
"Fractally-Organized Connectionist Networks: Conjectures and Preliminary Results","Current Trends in Web Engineering","","","","10.1007/978-3-319-24800-4_5","Vincenzo De Florio","2015","http://link.springer.com/chapter/10.1007/978-3-319-24800-4_5","Chapter"
"Enabling Active User Participation in Self-Adaptive Applications","Socio-technical Design of Ubiquitous Computing Systems","","","","10.1007/978-3-319-05044-7_5","Christoph EversKurt Geihs","2014","http://link.springer.com/chapter/10.1007/978-3-319-05044-7_5","Chapter"
"Liquid, Autonomous and Decentralized Stream Processing for the Web of Things","Web Engineering","","","","10.1007/978-3-319-38791-8_46","Masiar Babazadeh","2016","http://link.springer.com/chapter/10.1007/978-3-319-38791-8_46","Chapter"
"Towards a Code of Ethics for Gamification at Enterprise","The Practice of Enterprise Modeling","","","","10.1007/978-3-662-45501-2_17","Alimohammad ShahriMahmood HosseiniKeith PhalpJacqui TaylorRaian Ali","2014","http://link.springer.com/chapter/10.1007/978-3-662-45501-2_17","Chapter"
"Submitted for: The Seventh IAASS Conference – Space Safety is no Accident","Space Safety is No Accident","","","","10.1007/978-3-319-15982-9_29","Dr Andy QuinnAmaya Atencia YepezMichael KlickerDiane HowardAlberto Del BiancoChristophe ChavagnacCarolynne Campbell","2015","http://link.springer.com/chapter/10.1007/978-3-319-15982-9_29","Chapter"
"Classification and Qualitative Analysis of Non-Functional Requirements Approaches","Enterprise, Business-Process and Information Systems Modeling","","","","10.1007/978-3-662-43745-2_24","M. Mahmudul HasanPericles LoucopoulosMara Nikolaidou","2014","http://link.springer.com/chapter/10.1007/978-3-662-43745-2_24","Chapter"
"Hybrid Distributed Computing Service Based on the DIRAC Interware","Data Analytics and Management in Data Intensive Domains","","","","10.1007/978-3-319-57135-5_8","Victor GergelVladimir KorenkovIgor PelevanyukMatvey SapunovAndrei TsaregorodtsevPetr Zrelov","2017","http://link.springer.com/chapter/10.1007/978-3-319-57135-5_8","Chapter"
"Ground Truth Acquisition of Humanoid Soccer Robot Behaviour","RoboCup 2013: Robot World Cup XVII","","","","10.1007/978-3-662-44468-9_50","Andrea PennisiDomenico D. BloisiLuca IocchiDaniele Nardi","2014","http://link.springer.com/chapter/10.1007/978-3-662-44468-9_50","Chapter"
"A Unified Description Language for the Internet of Services","Towards the Internet of Services: The THESEUS Research Program","","","","10.1007/978-3-319-06755-1_34","Daniel Oberle","2014","http://link.springer.com/chapter/10.1007/978-3-319-06755-1_34","Chapter"
"Simulation and HRI Recent Perspectives with the MORSE Simulator","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-319-11900-7_2","Séverin LemaignanMarc HanheideMichael KargHarmish KhambhaitaLars KunzeFlorian LierIngo LütkebohleGrégoire Milliez","2014","http://link.springer.com/chapter/10.1007/978-3-319-11900-7_2","Chapter"
"QueFaire: Context-Aware in-Person Social Activity Recommendation System for Active Aging","Inclusive Smart Cities and e-Health","","","","10.1007/978-3-319-19312-0_6","Victor PonceJean-Pierre DeschampsLouis-Philippe GirouxFarzad SalehiBessam Abdulrazak","2015","http://link.springer.com/chapter/10.1007/978-3-319-19312-0_6","Chapter"
"Interactive RGB-D SLAM on Mobile Devices","Computer Vision - ACCV 2014 Workshops","","","","10.1007/978-3-319-16634-6_25","Nicholas BrunettoNicola FioraioLuigi Di Stefano","2015","http://link.springer.com/chapter/10.1007/978-3-319-16634-6_25","Chapter"
"A Generic and Scalable IoT Data Fusion Infrastructure","Internet of Things (IoT) in 5G Mobile Technologies","","","","10.1007/978-3-319-30913-2_13","Vangelis NomikosIoannis PriggourisGeorge BismpikisStathes HadjiefthymiadesOdysseas Sekkas","2016","http://link.springer.com/chapter/10.1007/978-3-319-30913-2_13","Chapter"
"Assistive E-Health Platform for Permanent Monitoring","ICTs for Improving Patients Rehabilitation Research Techniques","","","","10.1007/978-3-662-48645-0_4","Sebastian FuicuAndrei AvramescuDiana LascuRoxana PadurariuMarius Marcu","2015","http://link.springer.com/chapter/10.1007/978-3-662-48645-0_4","Chapter"
"Human-Agent Knowledge Cartography for e-Science: NASA Field Trials at the Mars Desert Research Station","Knowledge Cartography","","","","10.1007/978-1-4471-6470-8_17","Maarten SierhuisSimon J. Buckingham Shum","2014","http://link.springer.com/chapter/10.1007/978-1-4471-6470-8_17","Chapter"
"The Journey: A Service-Based Adaptive Serious Game on Probability","Games and Learning Alliance","","","","10.1007/978-3-319-22960-7_10","Maira B. CarvalhoFrancesco BellottiRiccardo BertaFrancesco CuratelliAlessandro De GloriaGiorgia GazzarataJun HuMichael Kickmeier-RustChiara Martinengo","2015","http://link.springer.com/chapter/10.1007/978-3-319-22960-7_10","Chapter"
"A Data Set for Fault Detection Research on Component-Based Robotic Systems","Towards Autonomous Robotic Systems","","","","10.1007/978-3-319-40379-3_35","Johannes WienkeSebastian Meyer zu BorgsenSebastian Wrede","2016","http://link.springer.com/chapter/10.1007/978-3-319-40379-3_35","Chapter"
"On Chinese Online P2P Lender’s Model Building on the Macro, Micro and Industry Level","Design, User Experience, and Usability: Design Discourse","","","","10.1007/978-3-319-20886-2_30","Qiwei Liang","2015","http://link.springer.com/chapter/10.1007/978-3-319-20886-2_30","Chapter"
"Toward a user-guided manipulation framework for high-DOF robots with limited communication","Intelligent Service Robotics","","7","3","10.1007/s11370-014-0156-8","Calder Phillips-GrafflinNicholas AlunniHalit Bener SuayJim MainpriceDaniel LofaroDmitry BerensonSonia ChernovaRobert W. LindemanPaul Oh","2014","http://link.springer.com/article/10.1007/s11370-014-0156-8","Article"
"Enabling Wearable Soft Tactile Displays with Electroactive Smart Elastomers","Haptics: Perception, Devices, Control, and Applications","","","","10.1007/978-3-319-42324-1_32","Gabriele FredianiHugh BoysStefan PosladFederico Carpi","2016","http://link.springer.com/chapter/10.1007/978-3-319-42324-1_32","Chapter"
"From Small Seeds Grow Fruitful Trees: How the PHelpS Peer Help System Stimulated a Diverse and Innovative Research Agenda over 15 Years","International Journal of Artificial Intelligence in Education","","26","1","10.1007/s40593-015-0073-9","J. VassilevaG. I. McCallaJ. E. Greer","2016","http://link.springer.com/article/10.1007/s40593-015-0073-9","Article"
"Model-Driven Approach for Early Power-Aware Design Space Exploration of Embedded Systems","Journal of Signal Processing Systems","","87","3","10.1007/s11265-016-1144-3","Feriel Ben AbdallahChiraz TrabelsiRabie Ben AtitallahMourad Abed","2017","http://link.springer.com/article/10.1007/s11265-016-1144-3","Article"
"An Iterative Approach towards Interactive Digital Narrative – Early Results with the Advanced Stories Authoring and Presentation System","New Horizons in Web Based Learning","","","","10.1007/978-3-662-43454-3_7","Hartmut Koenitz","2014","http://link.springer.com/chapter/10.1007/978-3-662-43454-3_7","Chapter"
